date	crude
09/29/11	107.4
09/30/11	105.32
10/03/11	104.48
10/04/11	102.87
10/05/11	103.5
10/06/11	104.01
10/07/11	106.74
10/10/11	109.65
10/11/11	109.94
10/12/11	112.33
10/13/11	110.88
10/14/11	114.22
10/17/11	112.95
10/18/11	110.16
10/19/11	111.7
10/20/11	108.98
10/21/11	111.59
10/24/11	111.93
10/25/11	112.11
10/26/11	110.3
10/27/11	112.02
10/28/11	109.8
10/31/11	107.93
11/01/11	107.02
11/02/11	110.79
11/03/11	110.75
11/04/11	112.22
11/07/11	115.1
11/08/11	115.7
11/09/11	115.3
11/10/11	113.28
11/11/11	114.63
11/14/11	112.71
11/15/11	111.99
11/16/11	112.03
11/17/11	109.25
11/18/11	107.78
11/21/11	105.99
11/22/11	107.81
11/23/11	106.71
11/24/11	107.35
11/25/11	106.95
11/28/11	109.51
11/29/11	111.42
11/30/11	111.19
12/01/11	108.79
12/02/11	109.06
12/05/11	110.97
12/06/11	109.96
12/07/11	109.76
12/08/11	107.97
12/09/11	107.67
12/12/11	107.51
12/13/11	108.76
12/14/11	105.85
12/15/11	105.1
12/16/11	104.63
12/19/11	104.4
12/20/11	107.71
12/21/11	108.28
12/22/11	109.05
12/23/11	108.61
12/26/11	108.61
12/27/11	110.22
12/28/11	107.54
12/29/11	106.59
12/30/11	106.71
01/02/12	106.71
01/03/12	111.08
01/04/12	113.38
01/05/12	113.72
01/06/12	111.89
01/09/12	111.01
01/10/12	112.74
01/11/12	111.85
01/12/12	112.84
01/13/12	109.96
01/16/12	110.43
01/17/12	110.18
01/18/12	109.65
01/19/12	109.51
01/20/12	108.52
01/23/12	109.39
01/24/12	108.57
01/25/12	108.56
01/26/12	109.51
01/27/12	110.55
01/30/12	110.27
01/31/12	110.26
02/01/12	111.91
02/02/12	111.58
02/03/12	112.51
02/06/12	115.87
02/07/12	116.74
02/08/12	116.68
02/09/12	118.61
02/10/12	118.01
02/13/12	119.04
02/14/12	118.48
02/15/12	120.79
02/16/12	120.99
02/17/12	120.58
02/20/12	121.43
02/21/12	121.3
02/22/12	124.16
02/23/12	124.49
02/24/12	125.21
02/27/12	125.03
02/28/12	124.23
02/29/12	122.55
03/01/12	126.62
03/02/12	126.41
03/05/12	126.36
03/06/12	124.46
03/07/12	124.93
03/08/12	128.22
03/09/12	127.55
03/12/12	126.44
03/13/12	127.36
03/14/12	126.23
03/15/12	123.35
03/16/12	124.8
03/19/12	125.59
03/20/12	123.82
03/21/12	123.75
03/22/12	122.52
03/23/12	125.24
03/26/12	125.86
03/27/12	125.29
03/28/12	124.51
03/29/12	123.14
03/30/12	123.58
04/02/12	124.36
04/03/12	125.61
04/04/12	123.09
04/05/12	123.04
04/06/12	123.04
04/09/12	121.75
04/10/12	121.29
04/11/12	120.14
04/12/12	120.39
04/13/12	120.45
04/16/12	117.97
04/17/12	117.43
04/18/12	115.37
04/19/12	117.29
04/20/12	117.99
04/23/12	116.64
04/24/12	117.57
04/25/12	117.59
04/26/12	119.4
04/27/12	118.78
04/30/12	118.5
05/01/12	119.27
05/02/12	117.58
05/03/12	115.96
05/04/12	111.66
05/07/12	111.43
05/08/12	110.62
05/09/12	112.02
05/10/12	112.6
05/11/12	112.57
05/14/12	110.78
05/15/12	111.49
05/16/12	111.65
05/17/12	109.3
05/18/12	108.1
05/21/12	109
05/22/12	109.88
05/23/12	107.04
05/24/12	107.34
05/25/12	107.67
05/28/12	107.71
05/29/12	107.24
05/30/12	103.45
05/31/12	101.88
06/01/12	98
06/04/12	97.37
06/05/12	98.29
06/06/12	101.46
06/07/12	100.11
06/08/12	97.41
06/11/12	97.96
06/12/12	96.41
06/13/12	97.28
06/14/12	96.54
06/15/12	97.06
06/18/12	95.43
06/19/12	95.26
06/20/12	93.61
06/21/12	89.41
06/22/12	89.36
06/25/12	88.69
06/26/12	90.25
06/27/12	92.26
06/28/12	91.21
06/29/12	94.33
07/02/12	95.67
07/03/12	100.5
07/04/12	99.59
07/05/12	101.84
07/06/12	98.56
07/09/12	99.98
07/10/12	99.07
07/11/12	99.15
07/12/12	99.26
07/13/12	102.4
07/16/12	103.55
07/17/12	104.18
07/18/12	105.72
07/19/12	107.73
07/20/12	106.88
07/23/12	103.82
07/24/12	103.49
07/25/12	102.3
07/26/12	104.75
07/27/12	106.22
07/30/12	106.37
07/31/12	105.89
08/01/12	106.92
08/02/12	107.63
08/03/12	109.72
08/06/12	110.04
08/07/12	112.57
08/08/12	113.76
08/09/12	113.53
08/10/12	113.21
08/13/12	113.89
08/14/12	113.82
08/15/12	115.5
08/16/12	116.11
08/17/12	115.2
08/20/12	114.91
08/21/12	116.27
08/22/12	116.37
08/23/12	117.87
08/24/12	116.2
08/27/12	114.29
08/28/12	112.57
08/29/12	112.59
08/30/12	112.74
08/31/12	114.44
09/03/12	115.51
09/04/12	114.63
09/05/12	113.3
09/06/12	114.52
09/07/12	114.07
09/10/12	114.42
09/11/12	114.42
09/12/12	115.79
09/13/12	116.06
09/14/12	117.31
09/17/12	116.69
09/18/12	113.31
09/19/12	108.5
09/20/12	109.51
09/21/12	111.43
09/24/12	109.27
09/25/12	110.78
09/26/12	108.97
09/27/12	111.59
09/28/12	111.25
10/01/12	112.43
10/02/12	112.41
10/03/12	109.32
10/04/12	110.7
10/05/12	112.3
10/08/12	112.57
10/09/12	114.49
10/10/12	115.9
10/11/12	116.19
10/12/12	115.3
10/15/12	114.66
10/16/12	114.75
10/17/12	113.6
10/18/12	112.5
10/19/12	111.91
10/22/12	109.62
10/23/12	107.52
10/24/12	107.68
10/25/12	107.69
10/26/12	108.99
10/29/12	109.32
10/30/12	109.32
10/31/12	109.78
11/01/12	108.99
11/02/12	106.87
11/05/12	106.18
11/06/12	109.59
11/07/12	108.49
11/08/12	107.24
11/09/12	108.81
11/12/12	109.83
11/13/12	108.14
11/14/12	108.61
11/15/12	109.14
11/16/12	108.2
11/19/12	111.29
11/20/12	110.07
11/21/12	110.44
11/22/12	110.16
11/23/12	110.74
11/26/12	110.04
11/27/12	109.35
11/28/12	108.28
11/29/12	110.54
11/30/12	110.73
12/03/12	111.49
12/04/12	110.23
12/05/12	109.28
12/06/12	107.4
12/07/12	107.21
12/10/12	108.24
12/11/12	107.53
12/12/12	109.69
12/13/12	109.51
12/14/12	109.38
12/17/12	109.53
12/18/12	110.13
12/19/12	111.05
12/20/12	110.63
12/21/12	109.17
12/24/12	108.29
12/25/12	108.29
12/26/12	110.75
12/27/12	110.12
12/28/12	109.91
12/31/12	110.07
01/01/13	110.07
01/02/13	113.24
01/03/13	113.66
01/04/13	112.62
01/07/13	112.66
01/08/13	113.03
01/09/13	112.95
01/10/13	113.06
01/11/13	110.36
01/14/13	111.25
01/15/13	111.68
01/16/13	111.06
01/17/13	111.64
01/18/13	112.31
01/21/13	112.63
01/22/13	112.73
01/23/13	113.62
01/24/13	114.57
01/25/13	113.97
01/28/13	114.02
01/29/13	115.15
01/30/13	115.43
01/31/13	115.85
02/01/13	117.33
02/04/13	116.37
02/05/13	116.91
02/06/13	116.75
02/07/13	117.35
02/08/13	119.12
02/11/13	118.52
02/12/13	118.07
02/13/13	118.46
02/14/13	118.43
02/15/13	117.58
02/18/13	117.53
02/19/13	117.19
02/20/13	116.37
02/21/13	114.25
02/22/13	113.79
02/25/13	115.04
02/26/13	113.21
02/27/13	112.29
02/28/13	112.22
03/01/13	110.15
03/04/13	109.93
03/05/13	110.51
03/06/13	110.28
03/07/13	110.44
03/08/13	108.9
03/11/13	108.87
03/12/13	108.59
03/13/13	107.5
03/14/13	108.09
03/15/13	109.36
03/18/13	108.55
03/19/13	107.69
03/20/13	107.32
03/21/13	106.9
03/22/13	106.29
03/25/13	106.27
03/26/13	106.98
03/27/13	108.06
03/28/13	107.42
03/29/13	107.42
04/01/13	108.72
04/02/13	109.68
04/03/13	107.93
04/04/13	105.16
04/05/13	103.98
04/08/13	103.2
04/09/13	104.12
04/10/13	104.81
04/11/13	103.65
04/12/13	100.74
04/15/13	99.39
04/16/13	97.99
04/17/13	96.97
04/18/13	97.92
04/19/13	98.93
04/22/13	99.17
04/23/13	99.19
04/24/13	100.64
04/25/13	101.65
04/26/13	102.44
04/29/13	102.82
04/30/13	101.52
05/01/13	98.47
05/02/13	100.36
05/03/13	104.88
05/06/13	105.25
05/07/13	105.36
05/08/13	103.93
05/09/13	103.7
05/10/13	101.41
05/13/13	102.3
05/14/13	102.73
05/15/13	101.64
05/16/13	104.28
05/17/13	103.96
05/20/13	104.6
05/21/13	103.17
05/22/13	102.29
05/23/13	100.48
05/24/13	101.2
05/27/13	101.2
05/28/13	103.78
05/29/13	102.29
05/30/13	101.87
05/31/13	100.5
06/03/13	101.61
06/04/13	102.05
06/05/13	103.65
06/06/13	103.36
06/07/13	104.07
06/10/13	103.26
06/11/13	101.55
06/12/13	103.15
06/13/13	103.54
06/14/13	105.6
06/17/13	105.78
06/18/13	105.35
06/19/13	105.59
06/20/13	102.77
06/21/13	100.35
06/24/13	99.85
06/25/13	101.57
06/26/13	100.62
06/27/13	102.8
06/28/13	102.5
07/01/13	103.34
07/02/13	103.96
07/03/13	106.18
07/04/13	105.51
07/05/13	107.34
07/08/13	107.89
07/09/13	107.83
07/10/13	108.51
07/11/13	108.29
07/12/13	108.99
07/15/13	109.3
07/16/13	109.4
07/17/13	109.73
07/18/13	109.67
07/19/13	109.53
07/22/13	109.09
07/23/13	109.46
07/24/13	108.37
07/25/13	108.43
07/26/13	108.03
07/29/13	108.29
07/30/13	107.5
07/31/13	107.88
08/01/13	110.03
08/02/13	109.71
08/05/13	109.93
08/06/13	108.79
08/07/13	108.33
08/08/13	107.46
08/09/13	108.59
08/12/13	109.07
08/13/13	110.52
08/14/13	110.55
08/15/13	111.9
08/16/13	112.09
08/19/13	111.49
08/20/13	111
08/21/13	110.8
08/22/13	110.39
08/23/13	111.67
08/26/13	111.76
08/27/13	115.05
08/28/13	116.19
08/29/13	116.82
08/30/13	115.63
09/02/13	114.43
09/03/13	115.58
09/04/13	115.69
09/05/13	115.67
09/06/13	117.13
09/09/13	114.92
09/10/13	112.02
09/11/13	112.44
09/12/13	113.12
09/13/13	113.31
09/16/13	111.87
09/17/13	109.97
09/18/13	110.19
09/19/13	110.73
09/20/13	110
09/23/13	108.66
09/24/13	107.89
09/25/13	109.65
09/26/13	109.04
09/27/13	109.31
09/30/13	107.98
10/01/13	107.34
10/02/13	109.36
10/03/13	109.56
10/04/13	109.45
10/07/13	109.93
10/08/13	110.64
10/09/13	109.03
10/10/13	111.62
10/11/13	110.57
10/14/13	110.16
10/15/13	110.54
10/16/13	111.14
10/17/13	109.48
10/18/13	109.4
10/21/13	109.99
10/22/13	109.84
10/23/13	108.14
10/24/13	106.92
10/25/13	106.07
10/28/13	108.29
10/29/13	108.04
10/30/13	108.46
10/31/13	107.68
11/01/13	105.73
11/04/13	105.46
11/05/13	105.2
11/06/13	105.59
11/07/13	103.3
11/08/13	104.27
11/11/13	105.77
11/12/13	106.26
11/13/13	106.81
11/14/13	108.37
11/15/13	108.28
11/18/13	108.5
11/19/13	108.32
11/20/13	108.5
11/21/13	109.74
11/22/13	111.5
11/25/13	110.99
11/26/13	112.11
11/27/13	111.35
11/28/13	111.24
11/29/13	111.12
12/02/13	111.63
12/03/13	113.02
12/04/13	113.26
12/05/13	112.22
12/06/13	111.64
12/09/13	110.03
12/10/13	108.94
12/11/13	109.35
12/12/13	108.99
12/13/13	108.22
12/16/13	110.38
12/17/13	108.94
12/18/13	109.71
12/19/13	110.97
12/20/13	112.28
12/23/13	111.56
12/24/13	111.29
12/25/13	111.29
12/26/13	111.57
12/27/13	112.49
12/30/13	110.6
12/31/13	110.25
01/01/14	110.25
01/02/14	108.06
01/03/14	106.61
01/06/14	106.72
01/07/14	106.97
01/08/14	107.32
01/09/14	107.46
01/10/14	106.62
01/13/14	108.23
01/14/14	107.28
01/15/14	108.19
01/16/14	107.53
01/17/14	108.66
01/20/14	108.53
01/21/14	109.56
01/22/14	109.98
01/23/14	109.97
01/24/14	109.35
01/27/14	108.65
01/28/14	108.93
01/29/14	109.31
01/30/14	109.79
01/31/14	108.37
02/03/14	106.76
02/04/14	107.11
02/05/14	106.88
02/06/14	108.12
02/07/14	109.29
02/10/14	110.26
02/11/14	109.32
02/12/14	108.66
02/13/14	108.96
02/14/14	108.68
02/17/14	109.17
02/18/14	109.8
02/19/14	110.32
02/20/14	109.59
02/21/14	109.05
02/24/14	109.87
02/25/14	109.24
02/26/14	109.46
02/27/14	108.7
02/28/14	108.97
03/03/14	111.25
03/04/14	109.17
03/05/14	108.51
03/06/14	108
03/07/14	109.17
03/10/14	108.31
03/11/14	108.36
03/12/14	107.86
03/13/14	107.08
03/14/14	108.07
03/17/14	107.04
03/18/14	106.8
03/19/14	106.02
03/20/14	105.7
03/21/14	107.19
03/24/14	106.63
03/25/14	107.07
03/26/14	105.9
03/27/14	106.65
03/28/14	106.75
03/31/14	106.02
04/01/14	105.76
04/02/14	103.3
04/03/14	104.95
04/04/14	106.62
04/07/14	105.04
04/08/14	105.81
04/09/14	107.48
04/10/14	107.12
04/11/14	107.53
04/14/14	107.67
04/15/14	109.09
04/16/14	109.78
04/17/14	108.93
04/18/14	108.93
04/21/14	109.68
04/22/14	108.54
04/23/14	108.51
04/24/14	109.82
04/25/14	109.58
04/28/14	109.28
04/29/14	110.02
04/30/14	108.41
05/01/14	108.19
05/02/14	109.64
05/05/14	108.26
05/06/14	108.29
05/07/14	108.26
05/08/14	108.33
05/09/14	108.41
05/12/14	108.4
05/13/14	108.74
05/14/14	109.81
05/15/14	109.7
05/16/14	111.32
05/19/14	110.77
05/20/14	110.48
05/21/14	111.1
05/22/14	111.04
05/23/14	110.39
05/26/14	110.39
05/27/14	110.08
05/28/14	109.43
05/29/14	110.13
05/30/14	109.32
06/02/14	109
06/03/14	109.01
06/04/14	109.61
06/05/14	108.69
06/06/14	108.89
06/09/14	110.36
06/10/14	109.24
06/11/14	110.02
06/12/14	112.28
06/13/14	112.78
06/16/14	113.34
06/17/14	114.14
06/18/14	114.3
06/19/14	115.43
06/20/14	114.52
06/23/14	113.47
06/24/14	113.87
06/25/14	112.53
06/26/14	112.6
06/27/14	112.1
06/30/14	110.95
07/01/14	110.65
07/02/14	110.04
07/03/14	109.16
07/04/14	109.08
07/07/14	108.82
07/08/14	107.76
07/09/14	106.98
07/10/14	106.65
07/11/14	105.86
07/14/14	105.34
07/15/14	103.78
07/16/14	105.95
07/17/14	106.67
07/18/14	106.75
07/21/14	105.88
07/22/14	106.74
07/23/14	107.12
07/24/14	106.02
07/25/14	106.65
07/28/14	106.27
07/29/14	106.53
07/30/14	106.18
07/31/14	104.82
08/01/14	103.13
08/04/14	103.6
08/05/14	103.01
08/06/14	103.77
08/07/14	103.64
08/08/14	103.4
08/11/14	103.43
08/12/14	101.96
08/13/14	101.94
08/14/14	100.48
08/15/14	100.93
08/18/14	98.78
08/19/14	99.68
08/20/14	100.17
08/21/14	100.54
08/22/14	100.7
08/25/14	101.04
08/26/14	101.12
08/27/14	100.79
08/28/14	100.93
08/29/14	101.31
09/01/14	101.44
09/02/14	100.2
09/03/14	100.9
09/04/14	101.21
09/05/14	99.71
09/08/14	98.59
09/09/14	98.6
09/10/14	96.5
09/11/14	96.32
09/12/14	96.29
09/15/14	96.32
09/16/14	97.42
09/17/14	97.73
09/18/14	97.02
09/19/14	96.73
09/22/14	95.44
09/23/14	95.15
09/24/14	94.63
09/25/14	95.29
09/26/14	95.19
09/29/14	95.81
09/30/14	94.79
10/01/14	94.6
10/02/14	91.28
10/03/14	90.78
10/06/14	90.7
10/07/14	90.8
10/08/14	90.26
10/09/14	90.63
10/10/14	88.91
10/13/14	87.89
10/14/14	86.33
10/15/14	84.4
10/16/14	83.52
10/17/14	85.24
10/20/14	84.49
10/21/14	85.27
10/22/14	86.32
10/23/14	85.94
10/24/14	85.99
10/27/14	85.38
10/28/14	85.49
10/29/14	86.71
10/30/14	85.61
10/31/14	84.3
11/03/14	84.95
11/04/14	82.36
11/05/14	82.92
11/06/14	82.23
11/07/14	83.23
11/10/14	82.71
11/11/14	80.5
11/12/14	80.69
11/13/14	78.19
11/14/14	76.74
11/17/14	77.07
11/18/14	77.34
11/19/14	77.22
11/20/14	77.58
11/21/14	79.06
11/24/14	79.34
11/25/14	77.65
11/26/14	77.4
11/27/14	70.63
11/28/14	71.68
12/01/14	70.84
12/02/14	71.2
12/03/14	70.19
12/04/14	68.54
12/05/14	67.97
12/08/14	65.66
12/09/14	66.11
12/10/14	63.03
12/11/14	63.66
12/12/14	61.71
12/15/14	61.03
12/16/14	60.15
12/17/14	59.7
12/18/14	58.69
12/19/14	58.83
12/22/14	58.63
12/23/14	59.15
12/24/14	58.72
12/25/14	58.72
12/26/14	58.77
12/29/14	57.69
12/30/14	55.79
12/31/14	54.76
01/01/15	54.76
01/02/15	54.79
01/05/15	51.23
01/06/15	50.22
01/07/15	49.15
01/08/15	49.41
01/09/15	47.63
01/12/15	46.81
01/13/15	45.25
01/14/15	45.85
01/15/15	47.76
01/16/15	47.31
01/19/15	46.76
01/20/15	47.08
01/21/15	47.14
01/22/15	46.77
01/23/15	47.09
01/26/15	46.26
01/27/15	46.79
01/28/15	47.58
01/29/15	46.88
01/30/15	47.72
02/02/15	52.29
02/03/15	54.84
02/04/15	54.97
02/05/15	56.1
02/06/15	56.85
02/09/15	57
02/10/15	55.77
02/11/15	53.77
02/12/15	56.25
02/13/15	60.22
02/16/15	61.21
02/17/15	60.31
02/18/15	60.62
02/19/15	58.65
02/20/15	60.9
02/23/15	59.66
02/24/15	60.15
02/25/15	59.41
02/26/15	61.19
02/27/15	61.9
03/02/15	60.78
03/03/15	61.01
03/04/15	59.1
03/05/15	60.33
03/06/15	59.54
03/09/15	58.63
03/10/15	55.87
03/11/15	56.47
03/12/15	56.69
03/13/15	54.41
03/16/15	52.03
03/17/15	51.64
03/18/15	52.64
03/19/15	53.01
03/20/15	53.91
03/23/15	53.92
03/24/15	53.73
03/25/15	54.3
03/26/15	57.1
03/27/15	56.54
03/30/15	54.24
03/31/15	53.95
04/01/15	55.53
04/02/15	54.24
04/03/15	54.24
04/06/15	56.82
04/07/15	57.65
04/08/15	56.39
04/09/15	56.01
04/10/15	56.95
04/13/15	57.32
04/14/15	57.76
04/15/15	59.07
04/16/15	60.71
04/17/15	61.8
04/20/15	61.58
04/21/15	60.89
04/22/15	61.24
04/23/15	63.43
04/24/15	63.34
04/27/15	63.34
04/28/15	63.36
04/29/15	64.39
04/30/15	64.85
05/01/15	64.44
05/04/15	64.9
05/05/15	66.53
05/06/15	66.76
05/07/15	65.14
05/08/15	64.16
05/11/15	63.24
05/12/15	65.25
05/13/15	66.47
05/14/15	66.09
05/15/15	65.34
05/18/15	65.23
05/19/15	63.66
05/20/15	63.73
05/21/15	65.91
05/22/15	64.09
05/25/15	64.09
05/26/15	62.3
05/27/15	61.83
05/28/15	60.69
05/29/15	63.57
06/01/15	63.02
06/02/15	63.48
06/03/15	62.57
06/04/15	60.46
06/05/15	60.26
06/08/15	61.2
06/09/15	63.44
06/10/15	64.23
06/11/15	63.7
06/12/15	63.04
06/15/15	61.44
06/16/15	61.14
06/17/15	61.31
06/18/15	62.29
06/19/15	60.53
06/22/15	60.39
06/23/15	61.7
06/24/15	61.73
06/25/15	60.49
06/26/15	60.56
06/29/15	59.49
06/30/15	60.65
07/01/15	61.58
07/02/15	61.66
07/03/15	59.03
07/06/15	57.14
07/07/15	54.7
07/08/15	55.69
07/09/15	58.18
07/10/15	57.68
07/13/15	57.65
07/14/15	57.27
07/15/15	57.36
07/16/15	57.32
07/17/15	56.39
07/20/15	56.31
07/21/15	55.88
07/22/15	56.33
07/23/15	55.87
07/24/15	54.24
07/27/15	53.99
07/28/15	54.32
07/29/15	53.94
07/30/15	53.29
07/31/15	52.3
08/03/15	49.23
08/04/15	48.98
08/05/15	49.32
08/06/15	47.88
08/07/15	47.56
08/10/15	48.42
08/11/15	47.31
08/12/15	48.35
08/13/15	48.01
08/14/15	47.64
08/17/15	47.86
08/18/15	47.01
08/19/15	45.92
08/20/15	45.74
08/21/15	43.98
08/24/15	41.78
08/25/15	41.96
08/26/15	41.92
08/27/15	44.65
08/28/15	48.19
08/31/15	49.03
09/01/15	49.04
09/02/15	47.33
09/03/15	50.49
09/04/15	48.77
09/07/15	46.64
09/08/15	48.69
09/09/15	47.92
09/10/15	47.61
09/11/15	47.2
09/14/15	46.02
09/15/15	46.01
09/16/15	49.21
09/17/15	48.32
09/18/15	47.32
09/21/15	47.6
09/22/15	47
09/23/15	48.49
09/24/15	47.16
09/25/15	47.33
09/28/15	46.49
09/29/15	47.55
09/30/15	47.22
10/01/15	47.76
10/02/15	46.33
10/05/15	49.2
10/06/15	51.19
10/07/15	51.35
10/08/15	51.97
10/09/15	51.95
10/12/15	50.91
10/13/15	49.02
10/14/15	48.23
10/15/15	47.93
10/16/15	49.01
10/19/15	47.41
10/20/15	47.3
10/21/15	46.98
10/22/15	46.62
10/23/15	46.75
10/26/15	47.01
10/27/15	45.91
10/28/15	48.1
10/29/15	48.36
10/30/15	48.28
11/02/15	47.55
11/03/15	48.04
11/04/15	47.23
11/05/15	47.01
11/06/15	46.16
11/09/15	45.56
11/10/15	46.19
11/11/15	45.25
11/12/15	43.35
11/13/15	42.11
11/16/15	40.47
11/17/15	41.91
11/18/15	41.75
11/19/15	42.36
11/20/15	42.71
11/23/15	43.98
11/24/15	44.56
11/25/15	43.93
11/26/15	43.96
11/27/15	43.55
11/30/15	44.04
12/01/15	43.26
12/02/15	41.89
12/03/15	41.96
12/04/15	41.8
12/07/15	39.81
12/08/15	39.43
12/09/15	39.18
12/10/15	38.6
12/11/15	36.63
12/14/15	36.82
12/15/15	38.16
12/16/15	37.03
12/17/15	36.84
12/18/15	37.23
12/21/15	35.8
12/22/15	36.2
12/23/15	36.87
12/24/15	37.34
12/25/15	37.34
12/28/15	36.71
12/29/15	37.6
12/30/15	36.77
12/31/15	36.43
01/01/16	36.43
01/04/16	37.11
01/05/16	35.79
01/06/16	34.45
01/07/16	34.3
01/08/16	32.16
01/11/16	30
01/12/16	29.33
01/13/16	28.98
01/14/16	28.95
01/15/16	28.08
01/18/16	27.38
01/19/16	27.87
01/20/16	25.91
01/21/16	27.8
01/22/16	30.34
01/25/16	29.89
01/26/16	30.83
01/27/16	31.64
01/28/16	32.98
01/29/16	33.17
02/01/16	32.64
02/02/16	31.35
02/03/16	32.67
02/04/16	33.16
02/05/16	32.87
02/08/16	32.21
02/09/16	30.34
02/10/16	29.4
02/11/16	28.7
02/12/16	31.85
02/15/16	32.61
02/16/16	31.47
02/17/16	33.75
02/18/16	33.71
02/19/16	32.22
02/22/16	34.28
02/23/16	32.51
02/24/16	32.59
02/25/16	33.41
02/26/16	35.9
02/29/16	35.8
03/01/16	35.47
03/02/16	36.43
03/03/16	36.07
03/04/16	37.2
03/07/16	39.04
03/08/16	38.99
03/09/16	39.81
03/10/16	38.62
03/11/16	39.14
03/14/16	37.84
03/15/16	37.22
03/16/16	38.85
03/17/16	40.03
03/18/16	40.36
03/21/16	40.22
03/22/16	40.13
03/23/16	39.38
03/24/16	38.49
03/25/16	38.49
03/28/16	38.66
03/29/16	37.65
03/30/16	38.6
03/31/16	38.91
04/01/16	36.69
04/04/16	36.32
04/05/16	35.89
04/06/16	37.54
04/07/16	37.39
04/08/16	40.79
04/11/16	41.55
04/12/16	42.84
04/13/16	42.73
04/14/16	42.86
04/15/16	41.28
04/18/16	41.69
04/19/16	42.86
04/20/16	42.97
04/21/16	43.03
04/22/16	43.98
04/25/16	43.54
04/26/16	43.82
04/27/16	44.12
04/28/16	45.6
04/29/16	45.66
05/02/16	45.02
05/03/16	43.1
05/04/16	43.06
05/05/16	44.42
05/06/16	44.59
05/09/16	42.09
05/10/16	44.03
05/11/16	46.08
05/12/16	46.44
05/13/16	47.42
05/16/16	48.64
05/17/16	49.06
05/18/16	49.48
05/19/16	47.73
05/20/16	48.81
05/23/16	48.1
05/24/16	48.83
05/25/16	49.15
05/26/16	49.83
05/27/16	49.04
05/30/16	49.04
05/31/16	49.05
06/01/16	47.94
06/02/16	48.21
06/03/16	48.35
06/06/16	49.09
06/07/16	49.62
06/08/16	50.85
06/09/16	50.69
06/10/16	49.63
06/13/16	49.21
06/14/16	48.04
06/15/16	47.88
06/16/16	46.14
06/17/16	46.9
06/20/16	48.97
06/21/16	48.39
06/22/16	48.48
06/23/16	49.07
06/24/16	47.16
06/27/16	45.9
06/28/16	46.54
06/29/16	48.6
06/30/16	48.21
07/01/16	48.03
07/04/16	47.98
07/05/16	45.73
07/06/16	45.49
07/07/16	45.88
07/08/16	44.66
07/11/16	44.75
07/12/16	46.13
07/13/16	44.73
07/14/16	46.13
07/15/16	46.67
07/18/16	45.89
07/19/16	45.74
07/20/16	46
07/21/16	45.64
07/22/16	44.19
07/25/16	43.17
07/26/16	43.52
07/27/16	42.82
07/28/16	41.74
07/29/16	41.43
08/01/16	40.34
08/02/16	40.32
08/03/16	40.88
08/04/16	41.52
08/05/16	41.79
08/08/16	43.67
08/09/16	43.69
08/10/16	42.65
08/11/16	44.48
08/12/16	45.51
08/15/16	47.33
08/16/16	48.31
08/17/16	48.64
08/18/16	49.82
08/19/16	49.85
08/22/16	48.65
08/23/16	49.32
08/24/16	48.35
08/25/16	49.15
08/26/16	49.96
08/29/16	49
08/30/16	47.78
08/31/16	46.14
09/01/16	44.82
09/02/16	45.9
09/05/16	46.87
09/06/16	46.27
09/07/16	46.72
09/08/16	49.45
09/09/16	48.38
09/12/16	48.01
09/13/16	46.61
09/14/16	45.85
09/15/16	46.33
09/16/16	45.76
09/19/16	46.49
09/20/16	45.76
09/21/16	46.5
09/22/16	47.43
09/23/16	46.99
09/26/16	46.7
09/27/16	45
09/28/16	45.44
09/29/16	48.77
09/30/16	48.16
10/03/16	48.16
10/04/16	49.02
10/05/16	49.69
10/06/16	50.13
10/07/16	50.12
10/10/16	51.19
10/11/16	50.47
10/12/16	49.8
10/13/16	49.78
10/14/16	49.66
10/17/16	49.66
